"County","FIPS","Year","Occupation","Business Type","Measure Type","Variable","Value"
"Hartford County","09003","2006-2010","Management, business, science, and arts","Private, Profit","Percent","Employment",57.6
"Hartford County","09003","2006-2010","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",0.8
"Hartford County","09003","2006-2010","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",13.1
"Hartford County","09003","2006-2010","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2006-2010","Service","Total","Number","Employment",73564
"Hartford County","09003","2006-2010","Service","Total","Number","Margins of Error",2124
"Hartford County","09003","2006-2010","Service","Self-Employed, Incorporated","Percent","Employment",1.9
"Hartford County","09003","2006-2010","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2006-2010","Service","Self-Employed, Not Incorporated","Percent","Employment",7
"Hartford County","09003","2006-2010","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.6
"Hartford County","09003","2006-2010","Service","Government","Percent","Employment",15.5
"Hartford County","09003","2006-2010","Service","Government","Percent","Margins of Error",1
"Hartford County","09003","2006-2010","Service","Private, Profit","Percent","Employment",65.8
"Hartford County","09003","2006-2010","Service","Private, Profit","Percent","Margins of Error",1.4
"Hartford County","09003","2006-2010","Service","Private, Not-for-profit","Percent","Employment",9.7
"Hartford County","09003","2006-2010","Service","Private, Not-for-profit","Percent","Margins of Error",0.7
"Hartford County","09003","2006-2010","Sales and office","Total","Number","Employment",113720
"Hartford County","09003","2006-2010","Sales and office","Total","Number","Margins of Error",2405
"Hartford County","09003","2006-2010","Sales and office","Self-Employed, Incorporated","Percent","Employment",2.8
"Hartford County","09003","2006-2010","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2006-2010","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.1
"Hartford County","09003","2006-2010","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2006-2010","Sales and office","Government","Percent","Employment",9.4
"Hartford County","09003","2006-2010","Sales and office","Government","Percent","Margins of Error",0.6
"Hartford County","09003","2006-2010","Sales and office","Private, Profit","Percent","Employment",77.7
"Hartford County","09003","2006-2010","Sales and office","Private, Profit","Percent","Margins of Error",0.8
"Hartford County","09003","2006-2010","Sales and office","Private, Not-for-profit","Percent","Employment",6
"Hartford County","09003","2006-2010","Sales and office","Private, Not-for-profit","Percent","Margins of Error",0.5
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Total","Number","Employment",29645
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Total","Number","Margins of Error",1154
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",5.6
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",14.4
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",1.4
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Government","Percent","Employment",6.3
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",0.9
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",70.9
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",1.8
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",2.8
"Hartford County","09003","2006-2010","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Total","Number","Employment",47801
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Total","Number","Margins of Error",1493
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.5
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2.9
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.6
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Government","Percent","Employment",4.3
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Government","Percent","Margins of Error",0.6
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Private, Profit","Percent","Employment",87.8
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",1.1
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",3.4
"Hartford County","09003","2006-2010","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",0.7
"Hartford County","09003","2007-2011","All","Total","Number","Employment",437182
"Hartford County","09003","2007-2011","All","Total","Number","Margins of Error",2503
"Hartford County","09003","2007-2011","All","Self-Employed, Incorporated","Percent","Employment",3.2
"Hartford County","09003","2007-2011","All","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Hartford County","09003","2007-2011","All","Self-Employed, Not Incorporated","Percent","Employment",5.4
"Hartford County","09003","2007-2011","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2007-2011","All","Government","Percent","Employment",14.3
"Hartford County","09003","2007-2011","All","Government","Percent","Margins of Error",0.4
"Hartford County","09003","2007-2011","All","Private, Profit","Percent","Employment",67.8
"Hartford County","09003","2007-2011","All","Private, Profit","Percent","Margins of Error",0.6
"Hartford County","09003","2007-2011","All","Private, Not-for-profit","Percent","Employment",9.4
"Hartford County","09003","2007-2011","All","Private, Not-for-profit","Percent","Margins of Error",0.3
"Hartford County","09003","2007-2011","Management, business, science, and arts","Total","Number","Employment",176832
"Hartford County","09003","2007-2011","Management, business, science, and arts","Total","Number","Margins of Error",2356
"Hartford County","09003","2007-2011","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.9
"Hartford County","09003","2007-2011","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2007-2011","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",4.7
"Hartford County","09003","2007-2011","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2007-2011","Management, business, science, and arts","Government","Percent","Employment",20.7
"Hartford County","09003","2007-2011","Management, business, science, and arts","Government","Percent","Margins of Error",0.7
"Hartford County","09003","2007-2011","Management, business, science, and arts","Private, Profit","Percent","Employment",57
"Hartford County","09003","2007-2011","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",0.8
"Hartford County","09003","2007-2011","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",13.7
"Hartford County","09003","2007-2011","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2007-2011","Service","Total","Number","Employment",74850
"Hartford County","09003","2007-2011","Service","Total","Number","Margins of Error",1707
"Hartford County","09003","2007-2011","Service","Self-Employed, Incorporated","Percent","Employment",2.1
"Hartford County","09003","2007-2011","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2007-2011","Service","Self-Employed, Not Incorporated","Percent","Employment",7.3
"Hartford County","09003","2007-2011","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.8
"Hartford County","09003","2007-2011","Service","Government","Percent","Employment",15.1
"Hartford County","09003","2007-2011","Service","Government","Percent","Margins of Error",0.9
"Hartford County","09003","2007-2011","Service","Private, Profit","Percent","Employment",65.3
"Hartford County","09003","2007-2011","Service","Private, Profit","Percent","Margins of Error",1.3
"Hartford County","09003","2007-2011","Service","Private, Not-for-profit","Percent","Employment",10.3
"Hartford County","09003","2007-2011","Service","Private, Not-for-profit","Percent","Margins of Error",0.9
"Hartford County","09003","2007-2011","Sales and office","Total","Number","Employment",111228
"Hartford County","09003","2007-2011","Sales and office","Total","Number","Margins of Error",2160
"Hartford County","09003","2007-2011","Sales and office","Self-Employed, Incorporated","Percent","Employment",3
"Hartford County","09003","2007-2011","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2007-2011","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.1
"Hartford County","09003","2007-2011","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2007-2011","Sales and office","Government","Percent","Employment",9.6
"Hartford County","09003","2007-2011","Sales and office","Government","Percent","Margins of Error",0.6
"Hartford County","09003","2007-2011","Sales and office","Private, Profit","Percent","Employment",77.1
"Hartford County","09003","2007-2011","Sales and office","Private, Profit","Percent","Margins of Error",0.9
"Hartford County","09003","2007-2011","Sales and office","Private, Not-for-profit","Percent","Employment",6.2
"Hartford County","09003","2007-2011","Sales and office","Private, Not-for-profit","Percent","Margins of Error",0.5
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Total","Number","Employment",27868
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Total","Number","Margins of Error",1082
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",5.1
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",14.2
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",1.2
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Government","Percent","Employment",6.2
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",1.1
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",71.6
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",1.8
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",2.8
"Hartford County","09003","2007-2011","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",0.8
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Total","Number","Employment",46404
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Total","Number","Margins of Error",1348
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.5
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2.4
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Government","Percent","Employment",4.8
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Government","Percent","Margins of Error",0.7
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Private, Profit","Percent","Employment",88.1
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",1.2
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",3.1
"Hartford County","09003","2007-2011","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2008-2012","All","Total","Number","Employment",436599
"Hartford County","09003","2008-2012","All","Total","Number","Margins of Error",2520
"Hartford County","09003","2008-2012","All","Self-Employed, Incorporated","Percent","Employment",3
"Hartford County","09003","2008-2012","All","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Hartford County","09003","2008-2012","All","Self-Employed, Not Incorporated","Percent","Employment",5.4
"Hartford County","09003","2008-2012","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2008-2012","All","Government","Percent","Employment",14.4
"Hartford County","09003","2008-2012","All","Government","Percent","Margins of Error",0.4
"Hartford County","09003","2008-2012","All","Private, Profit","Percent","Employment",67.8
"Hartford County","09003","2008-2012","All","Private, Profit","Percent","Margins of Error",0.6
"Hartford County","09003","2008-2012","All","Private, Not-for-profit","Percent","Employment",9.5
"Hartford County","09003","2008-2012","All","Private, Not-for-profit","Percent","Margins of Error",0.2
"Hartford County","09003","2008-2012","Management, business, science, and arts","Total","Number","Employment",179779
"Hartford County","09003","2008-2012","Management, business, science, and arts","Total","Number","Margins of Error",2399
"Hartford County","09003","2008-2012","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.5
"Hartford County","09003","2008-2012","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2008-2012","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",4.7
"Hartford County","09003","2008-2012","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2008-2012","Management, business, science, and arts","Government","Percent","Employment",20.7
"Hartford County","09003","2008-2012","Management, business, science, and arts","Government","Percent","Margins of Error",0.6
"Hartford County","09003","2008-2012","Management, business, science, and arts","Private, Profit","Percent","Employment",57.4
"Hartford County","09003","2008-2012","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",0.8
"Hartford County","09003","2008-2012","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",13.8
"Hartford County","09003","2008-2012","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.5
"Hartford County","09003","2008-2012","Service","Total","Number","Employment",74721
"Hartford County","09003","2008-2012","Service","Total","Number","Margins of Error",1682
"Hartford County","09003","2008-2012","Service","Self-Employed, Incorporated","Percent","Employment",2
"Hartford County","09003","2008-2012","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2008-2012","Service","Self-Employed, Not Incorporated","Percent","Employment",7.2
"Hartford County","09003","2008-2012","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.7
"Hartford County","09003","2008-2012","Service","Government","Percent","Employment",15.3
"Hartford County","09003","2008-2012","Service","Government","Percent","Margins of Error",1
"Hartford County","09003","2008-2012","Service","Private, Profit","Percent","Employment",65.5
"Hartford County","09003","2008-2012","Service","Private, Profit","Percent","Margins of Error",1.2
"Hartford County","09003","2008-2012","Service","Private, Not-for-profit","Percent","Employment",10
"Hartford County","09003","2008-2012","Service","Private, Not-for-profit","Percent","Margins of Error",0.7
"Hartford County","09003","2008-2012","Sales and office","Total","Number","Employment",109581
"Hartford County","09003","2008-2012","Sales and office","Total","Number","Margins of Error",1958
"Hartford County","09003","2008-2012","Sales and office","Self-Employed, Incorporated","Percent","Employment",3
"Hartford County","09003","2008-2012","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2008-2012","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.2
"Hartford County","09003","2008-2012","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2008-2012","Sales and office","Government","Percent","Employment",9.6
"Hartford County","09003","2008-2012","Sales and office","Government","Percent","Margins of Error",0.6
"Hartford County","09003","2008-2012","Sales and office","Private, Profit","Percent","Employment",77.1
"Hartford County","09003","2008-2012","Sales and office","Private, Profit","Percent","Margins of Error",0.9
"Hartford County","09003","2008-2012","Sales and office","Private, Not-for-profit","Percent","Employment",6.2
"Hartford County","09003","2008-2012","Sales and office","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Total","Number","Employment",27083
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Total","Number","Margins of Error",1088
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",4.9
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",14.1
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",1.5
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Government","Percent","Employment",6.1
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",1
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",71.8
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",1.9
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",3
"Hartford County","09003","2008-2012","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",0.7
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Total","Number","Employment",45435
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Total","Number","Margins of Error",1407
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.3
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2.6
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.6
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Government","Percent","Employment",4.5
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Government","Percent","Margins of Error",0.7
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Private, Profit","Percent","Employment",88.3
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",1.1
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",3.3
"Hartford County","09003","2008-2012","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",0.5
"Hartford County","09003","2009-2013","All","Total","Number","Employment",435942
"Hartford County","09003","2009-2013","All","Total","Number","Margins of Error",2488
"Hartford County","09003","2009-2013","All","Self-Employed, Incorporated","Percent","Employment",3
"Hartford County","09003","2009-2013","All","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Hartford County","09003","2009-2013","All","Self-Employed, Not Incorporated","Percent","Employment",5.3
"Hartford County","09003","2009-2013","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.2
"Hartford County","09003","2009-2013","All","Government","Percent","Employment",14.4
"Hartford County","09003","2009-2013","All","Government","Percent","Margins of Error",0.4
"Hartford County","09003","2009-2013","All","Private, Profit","Percent","Employment",68.2
"Hartford County","09003","2009-2013","All","Private, Profit","Percent","Margins of Error",0.6
"Hartford County","09003","2009-2013","All","Private, Not-for-profit","Percent","Employment",9.1
"Hartford County","09003","2009-2013","All","Private, Not-for-profit","Percent","Margins of Error",0.3
"Hartford County","09003","2009-2013","Management, business, science, and arts","Total","Number","Employment",180289
"Hartford County","09003","2009-2013","Management, business, science, and arts","Total","Number","Margins of Error",2307
"Hartford County","09003","2009-2013","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.6
"Hartford County","09003","2009-2013","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2009-2013","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",4.8
"Hartford County","09003","2009-2013","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2009-2013","Management, business, science, and arts","Government","Percent","Employment",20.7
"Hartford County","09003","2009-2013","Management, business, science, and arts","Government","Percent","Margins of Error",0.5
"Hartford County","09003","2009-2013","Management, business, science, and arts","Private, Profit","Percent","Employment",57.6
"Hartford County","09003","2009-2013","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",0.8
"Hartford County","09003","2009-2013","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",13.2
"Hartford County","09003","2009-2013","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2009-2013","Service","Total","Number","Employment",75247
"Hartford County","09003","2009-2013","Service","Total","Number","Margins of Error",2036
"Hartford County","09003","2009-2013","Service","Self-Employed, Incorporated","Percent","Employment",1.7
"Hartford County","09003","2009-2013","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2009-2013","Service","Self-Employed, Not Incorporated","Percent","Employment",7.2
"Hartford County","09003","2009-2013","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.8
"Hartford County","09003","2009-2013","Service","Government","Percent","Employment",14.9
"Hartford County","09003","2009-2013","Service","Government","Percent","Margins of Error",0.8
"Hartford County","09003","2009-2013","Service","Private, Profit","Percent","Employment",66.8
"Hartford County","09003","2009-2013","Service","Private, Profit","Percent","Margins of Error",1.2
"Hartford County","09003","2009-2013","Service","Private, Not-for-profit","Percent","Employment",9.4
"Hartford County","09003","2009-2013","Service","Private, Not-for-profit","Percent","Margins of Error",0.8
"Hartford County","09003","2009-2013","Sales and office","Total","Number","Employment",108316
"Hartford County","09003","2009-2013","Sales and office","Total","Number","Margins of Error",2148
"Hartford County","09003","2009-2013","Sales and office","Self-Employed, Incorporated","Percent","Employment",3
"Hartford County","09003","2009-2013","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2009-2013","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.1
"Hartford County","09003","2009-2013","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2009-2013","Sales and office","Government","Percent","Employment",9.7
"Hartford County","09003","2009-2013","Sales and office","Government","Percent","Margins of Error",0.6
"Hartford County","09003","2009-2013","Sales and office","Private, Profit","Percent","Employment",77.1
"Hartford County","09003","2009-2013","Sales and office","Private, Profit","Percent","Margins of Error",1
"Hartford County","09003","2009-2013","Sales and office","Private, Not-for-profit","Percent","Employment",6.2
"Hartford County","09003","2009-2013","Sales and office","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Total","Number","Employment",26923
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Total","Number","Margins of Error",1092
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",4.8
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",12.8
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",1.2
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Government","Percent","Employment",6.9
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",1
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",72.7
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",1.7
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",2.9
"Hartford County","09003","2009-2013","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",0.7
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Total","Number","Employment",45167
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Total","Number","Margins of Error",1534
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.5
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2.4
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.6
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Government","Percent","Employment",4.1
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Government","Percent","Margins of Error",0.7
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Private, Profit","Percent","Employment",88.8
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",1.1
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",3.2
"Hartford County","09003","2009-2013","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",0.6
"Hartford County","09003","2010-2014","All","Total","Number","Employment",436608
"Hartford County","09003","2010-2014","All","Total","Number","Margins of Error",2624
"Hartford County","09003","2010-2014","All","Self-Employed, Incorporated","Percent","Employment",2.8
"Hartford County","09003","2010-2014","All","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"Hartford County","09003","2010-2014","All","Self-Employed, Not Incorporated","Percent","Employment",5.2
"Hartford County","09003","2010-2014","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.2
"Hartford County","09003","2010-2014","All","Government","Percent","Employment",14.4
"Hartford County","09003","2010-2014","All","Government","Percent","Margins of Error",0.4
"Hartford County","09003","2010-2014","All","Private, Profit","Percent","Employment",68.4
"Hartford County","09003","2010-2014","All","Private, Profit","Percent","Margins of Error",0.5
"Hartford County","09003","2010-2014","All","Private, Not-for-profit","Percent","Employment",9.2
"Hartford County","09003","2010-2014","All","Private, Not-for-profit","Percent","Margins of Error",0.3
"Hartford County","09003","2010-2014","Management, business, science, and arts","Total","Number","Employment",183804
"Hartford County","09003","2010-2014","Management, business, science, and arts","Total","Number","Margins of Error",2477
"Hartford County","09003","2010-2014","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.4
"Hartford County","09003","2010-2014","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2010-2014","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",4.7
"Hartford County","09003","2010-2014","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2010-2014","Management, business, science, and arts","Government","Percent","Employment",20.7
"Hartford County","09003","2010-2014","Management, business, science, and arts","Government","Percent","Margins of Error",0.6
"Hartford County","09003","2010-2014","Management, business, science, and arts","Private, Profit","Percent","Employment",57.9
"Hartford County","09003","2010-2014","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",0.8
"Hartford County","09003","2010-2014","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",13.3
"Hartford County","09003","2010-2014","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.5
"Hartford County","09003","2010-2014","Service","Total","Number","Employment",74978
"Hartford County","09003","2010-2014","Service","Total","Number","Margins of Error",2088
"Hartford County","09003","2010-2014","Service","Self-Employed, Incorporated","Percent","Employment",1.6
"Hartford County","09003","2010-2014","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"Hartford County","09003","2010-2014","Service","Self-Employed, Not Incorporated","Percent","Employment",7.3
"Hartford County","09003","2010-2014","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.5
"Hartford County","09003","2010-2014","Service","Government","Percent","Employment",15
"Hartford County","09003","2010-2014","Service","Government","Percent","Margins of Error",1
"Hartford County","09003","2010-2014","Service","Private, Profit","Percent","Employment",67
"Hartford County","09003","2010-2014","Service","Private, Profit","Percent","Margins of Error",1.1
"Hartford County","09003","2010-2014","Service","Private, Not-for-profit","Percent","Employment",9.2
"Hartford County","09003","2010-2014","Service","Private, Not-for-profit","Percent","Margins of Error",0.7
"Hartford County","09003","2010-2014","Sales and office","Total","Number","Employment",105692
